,name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
1065,Destiny Udogie,DEF,Spurs,4.0,0,0,30,1,4.2,505,0.01,0.01,0.0,1.0,19,0,0,1.3,5.0,2024-08-24T14:00:00Z,72,8,0,0,0,0,2,0,362955,1,0,4,4.0,6,-1501,23518,25019,50,True,0,2
1066,Jordan Pickford,GK,Everton,1.0,0,0,-5,0,0.1,235,0.0,0.0,0.0,2.43,19,4,0,2.1,21.2,2024-08-24T14:00:00Z,90,18,0,0,0,0,2,3,1338340,1,0,4,0.0,1,-175085,10658,185743,50,False,0,2
1067,Boubacar Traoré,MID,Wolves,0.0,0,0,0,0,0.0,534,0.0,0.0,0.0,0.0,20,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,6,0,0,0,0,2,0,6267,0,6,2,0.0,0,-559,483,1042,50,True,0,2
1068,Stefan Bajčetić Maquieira,MID,Liverpool,0.5,0,0,0,0,0.0,312,0.0,0.0,0.0,0.0,16,0,0,0.0,0.0,2024-08-25T15:30:00Z,0,4,0,0,0,0,2,0,16565,0,0,2,0.0,0,-1221,1186,2407,45,True,0,2
1069,Mikkel Damsgaard,MID,Brentford,0.5,0,0,5,0,0.6,89,0.0,0.0,0.0,0.67,16,1,0,0.3,2.0,2024-08-25T15:30:00Z,24,12,0,0,0,0,2,0,6771,0,0,2,0.0,1,-673,361,1034,50,False,0,2
1070,Luis Díaz,MID,Liverpool,9.0,1,3,51,1,48.7,327,0.17,1.04,0.87,0.36,16,0,1,16.1,68.6,2024-08-25T15:30:00Z,71,4,0,0,0,0,2,0,757065,1,0,2,44.0,14,-58954,34770,93724,75,True,0,2
1071,Enzo Barrenechea,MID,Aston Villa,-1.0,0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,11,0,0,0.0,0.0,2024-08-24T16:30:00Z,0,1,0,0,0,0,2,0,5246,0,2,0,0.0,0,-591,363,954,50,True,0,2
1072,Carlos Vinícius Alves Morais,FWD,Fulham,0.5,0,0,0,0,0.0,258,0.0,0.0,0.0,0.0,15,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,11,0,0,0,0,2,0,57064,0,1,2,0.0,0,-4940,5477,10417,50,True,0,2
1073,Pervis Estupiñán,DEF,Brighton,0.0,0,0,0,0,0.0,122,0.0,0.0,0.0,0.0,13,0,0,0.0,0.0,2024-08-24T11:30:00Z,0,14,0,0,0,0,2,0,10409,0,1,2,0.0,0,-913,787,1700,50,True,0,2
1074,James Milner,MID,Brighton,2.0,0,0,12,0,22.4,134,0.04,0.2,0.16,1.32,13,1,0,3.7,6.2,2024-08-24T11:30:00Z,72,14,0,0,0,0,2,0,8409,1,1,2,8.0,2,165,1078,913,50,True,0,2
1075,Ryan Trevitt,MID,Brentford,-0.5,0,0,0,0,0.0,602,0.0,0.0,0.0,0.0,16,0,0,0.0,0.0,2024-08-25T15:30:00Z,0,12,0,0,0,0,2,0,4029,0,0,2,0.0,0,259,733,474,45,False,0,2
1076,Enzo Fernández,MID,Chelsea,2.0,0,0,15,0,25.4,168,0.04,0.04,0.0,1.92,20,2,0,5.0,20.8,2024-08-25T13:00:00Z,90,20,0,0,0,0,2,0,164902,1,6,2,4.0,2,12578,32397,19819,50,False,0,2
1077,Luke Shaw,DEF,Man Utd,0.0,0,0,0,0,0.0,387,0.0,0.0,0.0,0.0,13,0,0,0.0,0.0,2024-08-24T11:30:00Z,0,5,0,0,0,0,2,0,45042,0,1,2,0.0,0,-30002,120,30122,49,False,0,2
1078,Fábio Freitas Gouveia Carvalho,MID,Brentford,0.5,0,0,2,0,1.7,314,0.01,0.01,0.0,0.67,16,1,0,0.4,0.6,2024-08-25T15:30:00Z,24,12,0,0,0,0,2,0,127341,0,0,2,2.0,1,-9867,6717,16584,50,False,0,2
1079,Jérémy Doku,MID,Man City,4.0,0,0,14,0,26.6,346,0.44,0.44,0.0,0.29,17,1,0,4.3,10.4,2024-08-24T14:00:00Z,70,10,0,0,0,0,2,0,494364,1,1,4,6.0,2,139711,174178,34467,65,True,0,2
1080,Marcus Bettinelli,GK,Chelsea,0.0,0,0,0,0,0.0,155,0.0,0.0,0.0,0.0,20,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,20,0,0,0,0,2,0,37192,0,6,2,0.0,0,-40,1258,1298,40,False,0,2
1081,Alisson Ramses Becker,GK,Liverpool,7.0,0,0,25,1,0.0,310,0.0,0.0,0.0,0.36,16,0,0,1.6,16.4,2024-08-25T15:30:00Z,90,4,0,0,0,0,2,2,1033748,1,0,2,0.0,6,-1710,44468,46178,55,True,0,2
1082,Aaron Hickey,DEF,Brentford,0.0,0,0,0,0,0.0,93,0.0,0.0,0.0,0.0,16,0,0,0.0,0.0,2024-08-25T15:30:00Z,0,12,0,0,0,0,2,0,2680,0,0,2,0.0,0,-802,33,835,45,False,0,2
1083,Alex McCarthy,GK,Southampton,2.5,0,0,19,0,0.0,469,0.0,0.0,0.0,2.45,18,1,0,5.2,52.0,2024-08-24T14:00:00Z,90,16,0,0,0,0,2,7,18825,1,1,0,0.0,4,1203,2760,1557,45,True,0,2
1084,Neal Maupay,FWD,Everton,0.0,0,0,0,0,0.0,229,0.0,0.0,0.0,0.0,19,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,18,0,0,0,0,2,0,149992,0,0,4,0.0,0,-15595,8545,24140,50,False,0,2
1085,Steven Benda,GK,Fulham,0.5,0,0,0,0,0.0,242,0.0,0.0,0.0,0.0,15,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,11,0,0,0,0,2,0,46108,0,1,2,0.0,0,1184,3275,2091,40,True,0,2
1086,Dean Henderson,GK,Crystal Palace,1.5,0,0,1,0,0.0,201,0.0,0.0,0.0,1.39,14,2,0,1.1,11.4,2024-08-24T14:00:00Z,90,19,0,0,0,0,2,1,1652313,1,2,0,0.0,1,8957,58251,49294,45,True,0,2
1087,Ki-Jana Hoever,DEF,Wolves,0.0,0,0,0,0,0.0,552,0.0,0.0,0.0,0.0,20,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,6,0,0,0,0,2,0,32530,0,6,2,0.0,0,-979,1689,2668,40,True,0,2
1088,Cheick Doucouré,MID,Crystal Palace,0.5,0,0,0,0,0.0,193,0.0,0.0,0.0,0.0,14,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,19,0,0,0,0,2,0,8765,0,2,0,0.0,0,-737,657,1394,50,True,0,2
1089,Scott McTominay,MID,Man Utd,1.0,0,0,1,0,0.2,381,0.0,0.07,0.07,0.6,13,1,0,0.8,2.6,2024-08-24T11:30:00Z,11,5,0,0,0,0,2,0,87147,0,1,2,5.0,1,-11585,2645,14230,50,False,0,2
1090,Wilfred Ndidi,MID,Leicester,1.5,0,0,18,0,12.4,300,0.01,0.1,0.09,1.78,15,2,0,5.0,20.4,2024-08-24T14:00:00Z,90,9,0,0,0,0,2,0,15977,1,1,2,17.0,2,-64,1831,1895,50,False,0,2
1091,John Ruddy,GK,Newcastle,0.5,0,0,0,0,0.0,414,0.0,0.0,0.0,0.0,12,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,3,0,0,0,0,2,0,28304,0,1,1,0.0,0,81,1317,1236,40,False,0,2
1092,Caleb Okoli,DEF,Leicester,-0.5,0,0,0,0,0.0,301,0.0,0.0,0.0,0.0,15,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,9,0,0,0,0,2,0,19024,0,1,2,0.0,0,-993,820,1813,40,False,0,2
1093,Odysseas Vlachodimos,GK,Newcastle,0.5,0,0,0,0,0.0,412,0.0,0.0,0.0,0.0,12,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,3,0,0,0,0,2,0,12974,0,1,1,0.0,0,-1467,99,1566,45,False,0,2
1094,George Earthy,MID,West Ham,0.0,0,0,0,0,0.0,519,0.0,0.0,0.0,0.0,14,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,7,0,0,0,0,2,0,7495,0,2,0,0.0,0,-2882,0,2882,45,False,0,2
1095,Daichi Kamada,MID,Crystal Palace,1.0,0,0,7,0,23.9,205,0.03,0.03,0.0,0.56,14,2,0,3.4,9.8,2024-08-24T14:00:00Z,27,19,0,0,0,0,2,0,50513,0,2,0,0.0,1,-3267,2787,6054,55,True,0,2
1096,Reece James,DEF,Chelsea,0.0,0,0,0,0,0.0,172,0.0,0.0,0.0,0.0,20,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,20,0,0,0,0,2,0,9284,0,6,2,0.0,0,-1652,264,1916,50,False,0,2
1097,Georginio Rutter,MID,Brighton,2.0,0,0,4,0,0.8,618,0.01,0.01,0.0,0.1,13,0,0,0.2,1.6,2024-08-24T11:30:00Z,1,14,0,0,0,0,2,0,2247,0,1,2,0.0,1,1528,1740,212,55,True,0,2
1098,Conor Chaplin,MID,Ipswich,0.0,0,0,3,0,0.1,265,0.0,0.0,0.0,0.0,17,0,0,0.0,0.0,2024-08-24T14:00:00Z,1,13,0,0,0,0,2,0,23357,0,1,4,0.0,1,-1937,1130,3067,55,False,0,2
1099,Santiago Bueno,DEF,Wolves,0.0,0,0,0,0,0.0,564,0.0,0.0,0.0,0.0,20,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,6,0,0,0,0,2,0,8254,0,6,2,0.0,0,-921,114,1035,45,True,0,2
1100,Corrie Ndaba,DEF,Ipswich,0.0,0,0,0,0,0.0,279,0.0,0.0,0.0,0.0,17,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,13,0,0,0,0,2,0,803,0,1,4,0.0,0,-229,0,229,40,False,0,2
1101,Kenny Tete,DEF,Fulham,2.5,0,0,0,0,4.2,257,0.02,0.21,0.19,0.61,15,1,0,2.5,9.8,2024-08-24T14:00:00Z,90,11,0,0,0,0,2,0,35936,1,1,2,11.0,2,9464,12067,2603,45,True,0,2
1102,Pablo Sarabia,MID,Wolves,1.0,0,0,7,0,1.9,565,0.01,0.03,0.02,0.32,20,1,0,2.9,8.4,2024-08-25T13:00:00Z,22,6,0,0,0,0,2,0,19657,0,6,2,19.0,1,-3096,632,3728,55,True,0,2
1103,Diogo Teixeira da Silva,MID,Liverpool,7.5,1,0,19,1,24.9,317,0.06,0.65,0.59,0.36,16,0,0,6.9,17.6,2024-08-25T15:30:00Z,71,4,0,0,0,0,2,0,1891263,1,0,2,26.0,6,270407,320750,50343,76,True,0,2
1104,Kortney Hause,DEF,Aston Villa,-1.0,0,0,0,0,0.0,40,0.0,0.0,0.0,0.0,11,0,0,0.0,0.0,2024-08-24T16:30:00Z,0,1,0,0,0,0,2,0,56634,0,2,0,0.0,0,-440,4439,4879,40,True,0,2
1105,Liam Delap,FWD,Ipswich,0.5,0,0,-3,0,0.9,268,0.01,0.01,0.0,3.3,17,3,0,0.9,1.6,2024-08-24T14:00:00Z,82,13,0,0,0,0,2,0,38623,1,1,4,6.0,2,-1171,4468,5639,55,False,0,2
1106,Tino Livramento,DEF,Newcastle,4.5,0,0,5,0,2.3,409,0.01,0.01,0.0,1.16,12,1,0,1.2,9.8,2024-08-25T13:00:00Z,57,3,0,0,0,0,2,0,268138,1,1,1,0.0,1,96182,110019,13837,45,False,0,2
1107,Tyler Adams,MID,Bournemouth,0.0,0,0,0,0,0.0,60,0.0,0.0,0.0,0.0,12,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,15,0,0,0,0,2,0,730,0,1,1,0.0,0,-162,59,221,50,True,0,2
1108,Danilo dos Santos de Oliveira,MID,Nott'm Forest,0.0,0,0,0,0,0.0,429,0.0,0.0,0.0,0.0,18,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,17,0,0,0,0,2,0,3613,0,1,0,0.0,0,-2465,127,2592,49,False,0,2
1109,Jenson Metcalfe,MID,Everton,0.0,0,0,0,0,0.0,614,0.0,0.0,0.0,0.0,19,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,18,0,0,0,0,2,0,598,0,0,4,0.0,0,179,226,47,45,False,0,2
1110,Marcus Rashford,MID,Man Utd,2.5,0,0,4,0,7.3,385,0.01,0.01,0.0,1.33,13,1,0,1.1,0.0,2024-08-24T11:30:00Z,64,5,0,0,0,0,2,0,412866,1,1,2,4.0,2,-33984,21693,55677,70,False,0,2
1111,James Maddison,MID,Spurs,5.5,1,0,25,1,41.8,494,0.38,0.79,0.41,1.0,19,0,0,11.1,38.6,2024-08-24T14:00:00Z,78,8,0,0,0,0,2,0,495594,1,0,4,31.0,6,36050,69307,33257,75,True,0,2
1112,Daniel Muñoz,DEF,Crystal Palace,2.5,0,0,9,0,4.2,211,0.02,0.02,0.0,1.39,14,2,0,2.0,11.8,2024-08-24T14:00:00Z,90,19,0,0,0,0,2,0,434799,1,2,0,4.0,1,14558,36687,22129,50,True,0,2
1113,Bruno Guimarães Rodriguez Moura,MID,Newcastle,3.0,0,0,17,0,26.9,394,0.23,0.33,0.1,2.23,12,1,0,6.1,22.6,2024-08-25T13:00:00Z,90,3,0,0,0,0,2,0,311788,1,1,1,11.0,2,-18005,15376,33381,65,False,0,2
1114,Fraser Forster,GK,Spurs,0.0,0,0,0,0,0.0,488,0.0,0.0,0.0,0.0,19,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,8,0,0,0,0,2,0,23716,0,0,4,0.0,0,-1829,702,2531,45,True,0,2
1115,Elliot Anderson,MID,Nott'm Forest,2.5,0,0,17,1,12.7,423,0.03,0.08,0.05,0.14,18,0,0,4.1,16.8,2024-08-24T14:00:00Z,74,17,0,0,0,0,2,0,14707,1,1,0,11.0,3,-957,695,1652,50,False,0,2
1116,Charlie Taylor,DEF,Southampton,0.0,0,0,3,0,1.6,475,0.01,0.01,0.0,0.19,18,0,0,0.4,0.8,2024-08-24T14:00:00Z,14,16,0,0,0,0,2,0,508089,0,1,0,2.0,1,-24087,9161,33248,40,True,0,2
1117,Bryan Mbeumo,MID,Brentford,4.5,0,0,6,0,17.7,99,0.12,0.15,0.03,2.65,16,2,0,3.0,5.4,2024-08-25T15:30:00Z,90,12,0,0,0,0,2,0,449513,1,0,2,7.0,1,23925,61882,37957,70,False,1,2
1118,Matty Cash,DEF,Aston Villa,0.5,0,0,3,0,0.0,32,0.0,0.0,0.0,0.12,11,0,0,0.3,0.6,2024-08-24T16:30:00Z,15,1,0,0,0,0,2,0,314450,1,2,0,2.0,1,3007,28026,25019,45,True,0,2
1119,Adam Lallana,MID,Southampton,-0.1,0,0,0,0,0.0,463,0.0,0.0,0.0,0.0,18,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,16,0,0,0,0,2,0,2405,0,1,0,0.0,0,-1088,22,1110,50,True,0,2
1120,Sandro Tonali,MID,Newcastle,0.0,0,0,0,0,0.0,417,0.0,0.0,0.0,0.0,12,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,3,0,0,0,0,2,0,5004,0,1,1,0.0,0,-254,299,553,55,False,0,2
1121,Issa Diop,DEF,Fulham,2.5,0,0,5,0,0.8,245,0.01,0.01,0.0,0.61,15,1,0,1.0,7.4,2024-08-24T14:00:00Z,90,11,0,0,0,0,2,0,28544,1,1,2,2.0,2,3643,5499,1856,45,True,0,2
1122,Igor Julio dos Santos de Paulo,DEF,Brighton,0.0,0,0,0,0,0.0,128,0.0,0.0,0.0,0.0,13,0,0,0.0,0.0,2024-08-24T11:30:00Z,0,14,0,0,0,0,2,0,10586,0,1,2,0.0,0,-1351,322,1673,45,True,0,2
1123,Joelinton Cássio Apolinário de Lira,MID,Newcastle,6.5,0,0,5,0,16.5,403,0.03,0.1,0.07,2.23,12,1,0,4.8,14.8,2024-08-25T13:00:00Z,90,3,0,0,0,0,2,0,304116,1,1,1,17.0,1,151080,169544,18464,60,False,1,2
1124,John McGinn,MID,Aston Villa,1.5,0,0,10,1,2.0,48,0.01,0.01,0.0,0.36,11,0,0,0.3,0.6,2024-08-24T16:30:00Z,64,1,0,0,0,0,2,0,200015,1,2,0,0.0,3,-16915,7255,24170,55,True,0,2
1125,Oscar Bobb,MID,Man City,0.0,0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,17,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,10,0,0,0,0,2,0,18555,0,1,4,0.0,0,-13395,329,13724,49,True,0,2
1126,Pedro Cardoso de Lima,DEF,Wolves,0.0,0,0,0,0,0.0,561,0.0,0.0,0.0,0.0,20,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,6,0,0,0,0,2,0,143202,0,6,2,0.0,0,-605,9927,10532,40,True,0,2
1127,Pierre-Emile Højbjerg,MID,Spurs,0.0,0,0,0,0,0.0,490,0.0,0.0,0.0,0.0,19,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,8,0,0,0,0,2,0,547,0,0,4,0.0,0,-272,0,272,50,True,0,2
1128,Nathan Collins,DEF,Brentford,3.0,0,0,10,0,0.6,88,0.0,0.15,0.15,2.65,16,2,0,8.3,42.6,2024-08-25T15:30:00Z,90,12,0,0,0,0,2,0,56031,1,0,2,40.0,1,8897,12902,4005,45,False,0,2
1129,Jesper Lindstrøm,MID,Everton,0.5,0,0,4,0,4.4,577,0.01,0.05,0.04,0.77,19,2,0,3.0,9.0,2024-08-24T14:00:00Z,33,18,0,0,0,0,2,0,12039,0,0,4,17.0,1,-2577,221,2798,54,False,0,2
1130,Marc Guéhi,DEF,Crystal Palace,0.5,0,0,6,0,0.8,200,0.02,0.02,0.0,1.39,14,2,0,3.6,34.8,2024-08-24T14:00:00Z,90,19,0,0,0,0,2,0,655527,1,2,0,0.0,1,-32443,20803,53246,45,True,0,2
1131,Mathias Jorgensen,DEF,Brentford,0.0,0,0,0,0,0.0,112,0.0,0.0,0.0,0.0,16,0,0,0.0,0.0,2024-08-25T15:30:00Z,0,12,0,0,0,0,2,0,3173,0,0,2,0.0,0,-2084,0,2084,45,False,0,2
1132,William Osula,FWD,Newcastle,0.5,0,0,0,0,0.0,590,0.0,0.0,0.0,0.0,12,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,3,0,0,0,0,2,0,11203,0,1,1,0.0,0,-880,1164,2044,50,False,0,2
1133,Harry Souttar,DEF,Leicester,0.0,0,0,0,0,0.0,303,0.0,0.0,0.0,0.0,15,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,9,0,0,0,0,2,0,1828,0,1,2,0.0,0,-513,0,513,40,False,0,2
1134,Jean-Philippe Mateta,FWD,Crystal Palace,1.5,0,0,5,0,25.3,207,0.23,0.53,0.3,1.39,14,2,0,3.8,4.8,2024-08-24T14:00:00Z,90,19,0,0,0,0,2,0,593804,1,2,0,8.0,2,10366,94580,84214,75,True,0,2
1135,Ben Nelson,DEF,Leicester,-0.5,0,0,0,0,0.0,616,0.0,0.0,0.0,0.0,15,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,9,0,0,0,0,2,0,2240,0,1,2,0.0,0,604,693,89,40,False,0,2
1136,Bernardo Veiga de Carvalho e Silva,MID,Man City,5.5,0,0,9,0,12.5,342,0.07,0.18,0.11,0.29,17,1,0,2.9,1.6,2024-08-24T14:00:00Z,90,10,0,0,0,0,2,0,688863,1,1,4,15.0,2,213046,252419,39373,66,True,0,2
1137,Filip Jørgensen,GK,Chelsea,0.0,0,0,0,0,0.0,581,0.0,0.0,0.0,0.0,20,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,20,0,0,0,0,2,0,32295,0,6,2,0.0,0,-2597,1509,4106,45,False,0,2
1138,David Brooks,MID,Bournemouth,0.0,0,0,0,0,0.0,62,0.0,0.0,0.0,0.0,12,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,15,0,0,0,0,2,0,856,0,1,1,0.0,0,-312,26,338,50,True,0,2
1139,Son Heung-min,MID,Spurs,9.0,0,3,55,1,15.8,503,0.05,1.19,1.14,1.0,19,0,2,13.5,75.8,2024-08-24T14:00:00Z,90,8,0,0,0,0,2,0,871942,1,0,4,43.0,16,-67628,33013,100641,100,True,0,2
1140,Solly March,MID,Brighton,0.0,0,0,0,0,0.0,132,0.0,0.0,0.0,0.0,13,0,0,0.0,0.0,2024-08-24T11:30:00Z,0,14,0,0,0,0,2,0,602,0,1,2,0.0,0,-103,61,164,65,True,0,2
1141,Manor Solomon,MID,Spurs,0.0,0,0,0,0,0.0,502,0.0,0.0,0.0,0.0,19,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,8,0,0,0,0,2,0,6128,0,0,4,0.0,0,-867,235,1102,55,True,0,2
1142,Nathaniel Phillips,DEF,Liverpool,0.5,0,0,0,0,0.0,332,0.0,0.0,0.0,0.0,16,0,0,0.0,0.0,2024-08-25T15:30:00Z,0,4,0,0,0,0,2,0,17285,0,0,2,0.0,0,-912,1154,2066,40,True,0,2
1143,Kieran Trippier,DEF,Newcastle,1.0,0,0,4,0,4.9,418,0.02,0.02,0.0,1.07,12,0,0,1.2,7.2,2024-08-25T13:00:00Z,32,3,0,0,0,0,2,0,1018843,0,1,1,0.0,1,-267155,15134,282289,59,False,0,2
1144,John Stones,DEF,Man City,2.0,0,0,6,0,5.4,362,0.01,0.01,0.0,0.0,17,0,0,1.3,6.0,2024-08-24T14:00:00Z,40,10,0,0,0,0,2,0,201862,0,1,4,2.0,1,-22747,6368,29115,55,True,0,2
1145,Sam Morsy,MID,Ipswich,0.0,0,0,14,0,2.8,278,0.0,0.0,0.0,3.34,17,4,0,2.7,23.8,2024-08-24T14:00:00Z,90,13,0,0,0,0,2,0,19566,1,1,4,0.0,1,-1130,1556,2686,50,False,1,2
1146,Lewis Hall,DEF,Newcastle,3.5,0,0,6,0,15.3,399,0.1,0.1,0.0,0.42,12,0,0,3.5,17.2,2024-08-25T13:00:00Z,21,3,0,0,0,0,2,0,484565,0,1,1,2.0,1,20497,40839,20342,45,False,0,2
1147,Marc Guiu Paz,FWD,Chelsea,0.5,0,0,0,0,0.0,178,0.0,0.0,0.0,0.0,20,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,20,0,0,0,0,2,0,77517,0,6,2,0.0,0,1479,12951,11472,50,False,0,2
1148,Tom Cannon,FWD,Leicester,-0.5,0,0,0,0,0.0,286,0.0,0.0,0.0,0.0,15,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,9,0,0,0,0,2,0,135066,0,1,2,0.0,0,3125,15916,12791,45,False,0,2
1149,Ben Davies,DEF,Spurs,0.0,0,0,0,0,0.0,484,0.0,0.0,0.0,0.0,19,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,8,0,0,0,0,2,0,21315,0,0,4,0.0,0,-1714,1048,2762,45,True,0,2
1150,Tyler Morton,MID,Liverpool,0.5,0,0,0,0,0.0,331,0.0,0.0,0.0,0.0,16,0,0,0.0,0.0,2024-08-25T15:30:00Z,0,4,0,0,0,0,2,0,4837,0,0,2,0.0,0,-247,352,599,45,True,0,2
1151,Matheus França de Oliveira,MID,Crystal Palace,0.0,0,0,0,0,0.0,208,0.0,0.0,0.0,0.0,14,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,19,0,0,0,0,2,0,8714,0,2,0,0.0,0,-2676,115,2791,45,True,0,2
1152,Calvin Bassey,DEF,Fulham,2.0,0,0,9,0,1.3,241,0.0,0.0,0.0,0.61,15,1,0,1.5,14.0,2024-08-24T14:00:00Z,90,11,0,0,0,0,2,0,36794,1,1,2,0.0,2,2578,6159,3581,45,True,0,2
1153,Eddie Nketiah,FWD,Arsenal,1.0,0,0,0,0,0.0,11,0.0,0.0,0.0,0.0,11,0,0,0.0,0.0,2024-08-24T16:30:00Z,0,2,0,0,0,0,2,0,31476,0,2,0,0.0,0,-6953,2396,9349,59,False,0,2
1154,Andreas Hoelgebaum Pereira,MID,Fulham,2.0,0,0,22,0,96.3,240,0.37,0.43,0.06,0.47,15,1,0,11.9,17.2,2024-08-24T14:00:00Z,85,11,0,0,0,0,2,0,358428,1,1,2,5.0,2,-12547,23636,36183,55,True,0,2
1155,Matheus Santos Carneiro Da Cunha,FWD,Wolves,3.5,0,0,34,0,26.8,541,0.2,1.13,0.93,1.24,20,5,1,11.0,39.6,2024-08-25T13:00:00Z,67,6,0,0,0,0,2,0,188122,1,6,2,44.0,6,-22455,11678,34133,65,True,0,2
1156,Amadou Onana,MID,Aston Villa,4.5,0,0,2,0,2.0,233,0.01,0.12,0.11,0.49,11,1,0,0.9,0.6,2024-08-24T16:30:00Z,75,1,0,0,0,0,2,0,309609,1,2,0,6.0,1,129331,151861,22530,50,True,1,2
1157,Morgan Rogers,MID,Aston Villa,1.0,0,0,16,0,23.4,54,0.07,0.18,0.11,0.87,11,2,0,5.3,14.4,2024-08-24T16:30:00Z,90,1,0,0,0,0,2,0,831058,1,2,0,15.0,2,8365,54529,46164,50,True,0,2
1158,Reiss Nelson,MID,Arsenal,1.5,0,0,3,0,0.0,10,0.0,0.0,0.0,0.02,11,0,0,0.2,2.0,2024-08-24T16:30:00Z,2,2,0,0,0,0,2,0,4193,0,2,0,0.0,1,-549,252,801,50,False,0,2
1159,Tosin Adarabioyo,DEF,Chelsea,0.0,0,0,0,0,0.0,187,0.0,0.0,0.0,0.0,20,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,20,0,0,0,0,2,0,21937,0,6,2,0.0,0,-3705,337,4042,45,False,0,2
1160,Matt Targett,DEF,Newcastle,0.5,0,0,0,0,0.0,416,0.0,0.0,0.0,0.0,12,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,3,0,0,0,0,2,0,43200,0,1,1,0.0,0,-1056,3861,4917,40,False,0,2
1161,Filip Marschall,GK,Aston Villa,0.0,0,0,0,0,0.0,46,0.0,0.0,0.0,0.0,11,0,0,0.0,0.0,2024-08-24T16:30:00Z,0,1,0,0,0,0,2,0,148,0,2,0,0.0,0,-16,0,16,40,True,0,2
1162,Jan Paul van Hecke,DEF,Brighton,3.5,0,0,7,0,1.0,144,0.02,0.02,0.0,1.43,13,1,0,2.6,20.8,2024-08-24T11:30:00Z,90,14,0,0,0,0,2,0,34486,1,1,2,4.0,1,4183,6479,2296,45,True,1,2
1163,Jean-Clair Todibo,DEF,West Ham,1.0,0,0,3,0,0.0,591,0.0,0.0,0.0,0.03,14,0,0,0.2,2.0,2024-08-24T14:00:00Z,2,7,0,0,0,0,2,0,43788,0,2,0,0.0,1,-2308,1860,4168,45,False,0,2
1164,Chris Mepham,DEF,Bournemouth,-0.5,0,0,0,0,0.0,72,0.0,0.0,0.0,0.0,12,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,15,0,0,0,0,2,0,7211,0,1,1,0.0,0,-917,77,994,45,True,0,2
1165,Ollie Watkins,FWD,Aston Villa,1.0,0,0,-1,1,21.3,58,0.0,0.87,0.87,0.36,11,0,0,4.8,3.2,2024-08-24T16:30:00Z,64,1,0,0,0,0,2,0,3019969,1,2,0,23.0,2,-315018,47103,362121,90,True,0,2
1166,Jorge Cuenca Barreno,DEF,Fulham,0.5,0,0,0,0,0.0,586,0.0,0.0,0.0,0.0,15,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,11,0,0,0,0,2,0,5565,0,1,2,0.0,0,-730,101,831,45,True,0,2
1167,Rico Lewis,DEF,Man City,5.5,0,0,9,0,8.8,355,0.06,0.59,0.53,0.29,17,1,0,4.0,7.0,2024-08-24T14:00:00Z,90,10,0,0,0,0,2,0,206433,1,1,4,24.0,2,129240,144875,15635,45,True,0,2
